Hour,Week,Testosterone,LH,FSH
775,4.61,29.66,9.98,4.99
776,4.62,30.57,10.00,5.00
777,4.62,30.17,9.99,4.99
778,4.63,30.02,10.11,5.06
779,4.64,29.27,10.13,5.08
780,4.64,29.54,9.97,4.98
781,4.65,30.03,10.01,5.01
782,4.65,29.82,9.92,4.95
783,4.66,30.41,9.99,4.99
784,4.67,30.00,10.09,5.06
785,4.67,29.25,10.05,5.03
786,4.68,29.79,10.06,5.04
787,4.68,28.81,9.97,4.98
788,4.69,29.54,10.04,5.02
789,4.70,29.07,10.07,5.04
790,4.70,29.49,9.93,4.96
791,4.71,30.03,9.88,4.93
792,4.71,29.68,9.97,4.98
793,4.72,30.01,10.09,5.05
794,4.73,29.34,10.02,5.01
795,4.73,29.30,10.00,5.00
796,4.74,29.93,10.15,5.09
797,4.74,29.87,10.08,5.05
798,4.75,29.51,9.81,4.89
799,4.76,30.72,9.97,4.98
800,4.76,28.88,9.94,4.96
801,4.77,30.54,10.10,5.06
802,4.77,31.44,10.09,5.05
803,4.78,30.12,10.07,5.04
804,4.79,30.24,9.98,4.99
805,4.79,28.94,10.10,5.06
806,4.80,29.67,10.00,5.00
807,4.80,29.30,9.99,4.99
808,4.81,28.34,10.00,5.00
809,4.82,30.37,9.85,4.91
810,4.82,30.40,9.98,4.99
811,4.83,30.31,10.03,5.02
812,4.83,30.20,10.09,5.05
813,4.84,30.57,10.07,5.04
814,4.85,30.79,9.82,4.89
815,4.85,30.53,9.94,4.97
816,4.86,29.78,9.94,4.96
817,4.86,30.17,10.00,5.00
818,4.87,29.77,10.01,5.01
819,4.88,29.94,10.05,5.03
820,4.88,30.00,10.00,5.00
821,4.89,30.21,9.97,4.98
822,4.89,30.93,9.85,4.91
823,4.90,30.58,10.02,5.01
824,4.90,29.70,9.91,4.95
825,4.91,30.65,9.96,4.98
826,4.92,29.46,9.83,4.90
827,4.92,29.30,10.03,5.02
828,4.93,30.06,9.97,4.98
829,4.93,28.98,10.01,5.01
830,4.94,30.08,9.93,4.96
831,4.95,31.20,10.10,5.06
832,4.95,30.84,10.02,5.01
833,4.96,29.77,10.01,5.01
834,4.96,29.70,9.98,4.99
835,4.97,29.04,10.08,5.05
836,4.98,30.53,9.91,4.95
837,4.98,29.64,9.96,4.98
838,4.99,30.85,9.90,4.94
839,4.99,30.50,10.00,5.00
840,5.00,31.14,9.94,4.96
841,5.01,29.98,9.87,4.92
842,5.01,29.86,9.82,4.89
843,5.02,30.59,10.02,5.01
844,5.02,30.38,9.87,4.92
845,5.03,30.52,10.09,5.06
846,5.04,30.20,10.08,5.05
847,5.04,29.48,10.16,5.10
848,5.05,31.06,9.91,4.95
849,5.05,30.18,9.85,4.91
850,5.06,30.18,9.96,4.97
851,5.07,30.29,9.96,4.97
852,5.07,29.96,10.00,5.00
853,5.08,30.53,9.92,4.95
854,5.08,29.66,9.80,4.88
855,5.09,29.93,10.25,5.15
856,5.10,29.44,9.95,4.97
857,5.10,31.39,10.11,5.07
858,5.11,29.44,9.84,4.91
859,5.11,29.86,9.93,4.96
860,5.12,30.35,10.00,5.00
861,5.12,30.24,10.03,5.02
862,5.13,30.90,10.13,5.08
863,5.14,29.87,9.89,4.94
864,5.14,29.27,10.03,5.02
865,5.15,29.85,9.99,5.00
866,5.15,30.42,9.96,4.98
867,5.16,29.52,9.96,4.98
868,5.17,29.80,9.85,4.91
869,5.17,29.76,10.07,5.04
870,5.18,29.90,10.07,5.04
871,5.18,29.98,10.01,5.00
872,5.19,29.74,9.96,4.97
873,5.20,30.73,10.06,5.03
874,5.20,30.06,9.98,4.99
875,5.21,30.95,10.19,5.12
876,5.21,28.89,9.94,4.97
877,5.22,30.45,9.95,4.97
878,5.23,29.35,10.00,5.00
879,5.23,30.49,10.07,5.04
880,5.24,29.21,10.17,5.10
881,5.24,28.98,10.06,5.04
882,5.25,30.18,10.05,5.03
883,5.26,31.08,10.02,5.01
884,5.26,29.32,10.07,5.04
885,5.27,28.81,9.95,4.97
886,5.27,30.53,9.90,4.94
887,5.28,29.30,9.73,4.84
888,5.29,29.98,10.14,5.09
889,5.29,30.55,10.03,5.02
890,5.30,31.40,10.08,5.05
891,5.30,30.53,9.96,4.97
892,5.31,30.17,9.95,4.97
893,5.32,30.32,10.13,5.08
894,5.32,30.74,9.82,4.89
895,5.33,29.84,10.09,5.06
896,5.33,29.66,9.96,4.98
897,5.34,29.66,10.04,5.02
898,5.35,29.70,10.06,5.04
899,5.35,29.54,10.09,5.06
900,5.36,30.14,9.93,4.96
901,5.36,30.05,10.04,5.03
902,5.37,30.00,10.11,5.07
903,5.38,30.57,9.96,4.98
904,5.38,29.29,9.91,4.95
905,5.39,29.85,9.98,4.99
906,5.39,29.19,10.11,5.06
907,5.40,30.55,9.98,4.99
908,5.40,29.31,9.93,4.96
909,5.41,29.60,9.94,4.96
910,5.42,29.39,10.13,5.08
911,5.42,31.37,10.01,5.01
912,5.43,29.52,9.97,4.98
913,5.43,29.86,9.81,4.88
914,5.44,29.87,10.04,5.02
915,5.45,30.36,10.07,5.04
916,5.45,30.07,10.10,5.06
917,5.46,29.35,10.09,5.05
918,5.46,30.30,9.79,4.87
919,5.47,28.73,9.93,4.96
920,5.48,30.50,10.18,5.11
921,5.48,29.76,9.92,4.95
922,5.49,30.65,10.12,5.07
923,5.49,30.01,10.02,5.01
924,5.50,29.37,9.90,4.94
925,5.51,30.93,10.02,5.01
926,5.51,30.35,10.00,5.00
927,5.52,30.24,9.80,4.88
928,5.52,30.34,10.08,5.05
929,5.53,30.52,9.97,4.98
930,5.54,30.63,9.96,4.97
931,5.54,30.00,10.10,5.06
932,5.55,31.17,9.88,4.93
933,5.55,30.45,10.00,5.00
934,5.56,30.35,10.09,5.06
935,5.57,30.35,10.13,5.08
936,5.57,30.54,9.98,4.99
937,5.58,30.34,9.98,4.99
938,5.58,29.65,10.13,5.08
939,5.59,29.20,10.03,5.02
940,5.60,29.99,9.93,4.96
941,5.60,30.49,10.00,5.00
942,5.61,30.01,10.08,5.05
943,5.61,29.85,9.89,4.93
944,5.62,30.00,9.95,4.97
945,5.62,29.92,10.04,5.03
946,5.63,30.72,10.12,5.07
947,5.64,30.90,10.12,5.07
948,5.64,29.77,10.00,5.00
949,5.65,30.07,10.02,5.01
950,5.65,29.44,9.90,4.94
951,5.66,29.91,10.00,5.00
952,5.67,30.63,10.27,5.16
953,5.67,30.33,9.94,4.96
954,5.68,30.42,9.92,4.95
955,5.68,29.78,9.87,4.92
956,5.69,30.26,9.94,4.96
957,5.70,30.48,10.08,5.05
958,5.70,29.51,10.03,5.02
959,5.71,29.19,9.98,4.99
960,5.71,29.78,10.08,5.05
961,5.72,30.57,9.93,4.96
962,5.73,30.16,9.99,5.00
963,5.73,29.97,10.01,5.01
964,5.74,31.02,9.88,4.93
965,5.74,30.50,10.01,5.00
966,5.75,28.74,10.03,5.02
967,5.76,29.80,10.00,5.00
968,5.76,29.58,10.01,5.01
969,5.77,30.69,9.94,4.97
970,5.77,30.61,10.01,5.01
971,5.78,30.48,9.98,4.99
972,5.79,29.84,10.04,5.02
973,5.79,30.69,9.94,4.96
974,5.80,30.00,10.07,5.04
975,5.80,29.92,9.90,4.94
976,5.81,30.01,10.08,5.05
977,5.82,29.00,9.98,4.99
978,5.82,29.87,10.02,5.01
979,5.83,30.22,9.85,4.91
980,5.83,30.58,10.08,5.05
981,5.84,30.45,10.04,5.02
982,5.85,28.81,9.95,4.97
983,5.85,29.61,10.10,5.06
984,5.86,29.61,10.02,5.01
985,5.86,30.00,10.08,5.05
986,5.87,30.08,9.85,4.91
987,5.88,30.37,10.00,5.00
988,5.88,29.97,9.96,4.98
989,5.89,29.83,10.16,5.09
990,5.89,29.02,9.95,4.97
991,5.90,30.11,10.05,5.03
992,5.90,29.41,10.14,5.09
993,5.91,29.75,10.15,5.09
994,5.92,28.85,9.97,4.98
995,5.92,30.21,9.83,4.90
996,5.93,29.77,9.92,4.95
997,5.93,30.06,10.14,5.08
998,5.94,29.51,10.08,5.05
999,5.95,30.69,9.91,4.95
1000,5.95,30.14,10.02,5.01
1001,5.96,30.09,10.11,5.07
1002,5.96,29.87,10.04,5.02
1003,5.97,30.51,9.89,4.94
1004,5.98,29.39,9.99,4.99
1005,5.98,29.76,10.08,5.05
1006,5.99,29.35,10.06,5.03
1007,5.99,30.02,10.00,5.00
1008,6.00,29.61,10.12,5.07
1009,6.01,29.11,9.96,4.97
1010,6.01,28.80,10.04,5.02
1011,6.02,30.10,10.10,5.06
1012,6.02,29.13,10.07,5.04
1013,6.03,30.61,10.09,5.05
1014,6.04,30.52,9.98,4.99
1015,6.04,31.07,9.91,4.94
1016,6.05,29.42,10.10,5.06
1017,6.05,28.97,10.00,5.00
1018,6.06,29.70,9.97,4.98
1019,6.07,29.72,9.96,4.98
1020,6.07,29.97,9.92,4.95
1021,6.08,29.47,9.96,4.98
1022,6.08,28.69,9.95,4.97
1023,6.09,31.66,10.10,5.06
1024,6.10,29.69,10.01,5.01
1025,6.10,30.75,10.11,5.07
1026,6.11,28.96,10.00,5.00
1027,6.11,29.55,9.92,4.95
1028,6.12,30.02,9.99,5.00
1029,6.12,30.22,10.05,5.03
1030,6.13,30.84,9.99,4.99
1031,6.14,29.29,10.09,5.06
1032,6.14,30.20,9.91,4.94
1033,6.15,29.95,10.18,5.11
1034,6.15,29.73,10.08,5.05
1035,6.16,29.73,10.04,5.03
1036,6.17,29.02,10.09,5.06
1037,6.17,30.44,9.95,4.97
1038,6.18,30.48,10.05,5.03
1039,6.18,30.05,10.10,5.06
1040,6.19,29.70,10.08,5.05
1041,6.20,30.38,10.07,5.04
1042,6.20,29.87,9.92,4.95
1043,6.21,31.28,9.91,4.95
1044,6.21,29.63,9.91,4.95
1045,6.22,29.69,9.98,4.99
1046,6.23,30.01,10.12,5.07
1047,6.23,30.44,10.05,5.03
1048,6.24,31.16,9.90,4.94
1049,6.24,30.41,10.04,5.03
1050,6.25,30.31,9.98,4.99
1051,6.26,30.11,10.03,5.02
1052,6.26,30.46,10.06,5.04
1053,6.27,29.66,9.96,4.98
1054,6.27,29.33,10.17,5.10
1055,6.28,28.22,9.98,4.99
1056,6.29,30.96,10.04,5.02
1057,6.29,30.21,10.19,5.11
1058,6.30,30.53,10.07,5.04
1059,6.30,29.71,10.03,5.02
1060,6.31,29.68,9.95,4.97
1061,6.32,30.86,9.97,4.98
1062,6.32,28.80,9.87,4.92
1063,6.33,30.62,9.94,4.96
1064,6.33,29.76,10.01,5.01
1065,6.34,30.26,10.11,5.06
1066,6.35,30.43,9.92,4.95
1067,6.35,30.62,10.09,5.05
1068,6.36,29.53,9.92,4.95
1069,6.36,30.30,10.08,5.05
1070,6.37,30.76,9.95,4.97
1071,6.38,29.73,9.98,4.99
1072,6.38,29.40,9.99,4.99
1073,6.39,29.84,9.91,4.95
1074,6.39,30.72,9.85,4.91
1075,6.40,29.85,10.06,5.04
1076,6.40,29.51,9.88,4.93
1077,6.41,29.60,9.93,4.96
1078,6.42,30.84,10.06,5.04
1079,6.42,30.08,10.00,5.00
1080,6.43,29.82,9.99,4.99
1081,6.43,28.71,9.97,4.98
1082,6.44,30.24,10.02,5.01
1083,6.45,30.48,10.13,5.08
1084,6.45,30.65,9.96,4.98
1085,6.46,30.60,9.97,4.98
1086,6.46,28.60,10.04,5.03
1087,6.47,29.54,9.96,4.98
1088,6.48,31.18,10.04,5.03
1089,6.48,29.48,9.90,4.94
1090,6.49,30.79,9.98,4.99
1091,6.49,30.13,10.17,5.10
1092,6.50,29.33,10.15,5.09
1093,6.51,30.16,10.01,5.01
1094,6.51,30.00,9.97,4.98
1095,6.52,28.65,10.00,5.00
1096,6.52,30.55,10.03,5.02
1097,6.53,29.80,10.12,5.07
1098,6.54,29.71,9.98,4.99
1099,6.54,30.68,9.97,4.98
1100,6.55,29.22,10.11,5.07
1101,6.55,30.00,10.09,5.05
1102,6.56,30.63,10.02,5.01
1103,6.57,30.87,10.08,5.05
1104,6.57,29.83,9.89,4.93
1105,6.58,29.85,10.06,5.04
1106,6.58,30.84,10.01,5.00
1107,6.59,30.22,10.13,5.08
1108,6.60,29.55,10.13,5.08
1109,6.60,29.97,9.93,4.96
1110,6.61,30.53,9.84,4.90
1111,6.61,29.24,10.03,5.02
1112,6.62,29.68,10.03,5.02
1113,6.62,30.29,10.05,5.03
1114,6.63,30.79,9.98,4.99
1115,6.64,30.78,9.85,4.91
1116,6.64,30.02,9.99,5.00
1117,6.65,30.12,9.93,4.96
1118,6.65,29.34,9.94,4.96
1119,6.66,30.00,9.91,4.95
1120,6.67,31.81,9.94,4.97
1121,6.67,29.57,9.98,4.99
1122,6.68,29.46,9.91,4.95
1123,6.68,29.15,9.87,4.92
1124,6.69,29.59,9.95,4.97
1125,6.70,30.54,9.86,4.92
1126,6.70,30.17,9.99,4.99
1127,6.71,29.85,10.08,5.05
1128,6.71,30.56,10.11,5.07
1129,6.72,29.50,10.06,5.04
1130,6.73,29.96,9.92,4.95
1131,6.73,30.08,9.93,4.96
1132,6.74,29.22,10.03,5.02
1133,6.74,30.05,10.04,5.02
1134,6.75,30.22,10.00,5.00
1135,6.76,30.01,10.07,5.04
1136,6.76,30.07,9.87,4.92
1137,6.77,29.62,10.04,5.03
1138,6.77,30.09,10.10,5.06
1139,6.78,29.87,10.00,5.00
1140,6.79,30.24,10.17,5.10
1141,6.79,29.58,10.13,5.08
1142,6.80,30.45,10.00,5.00
1143,6.80,29.36,9.93,4.96
1144,6.81,30.51,9.92,4.95
1145,6.82,29.88,10.06,5.03
1146,6.82,30.16,9.96,4.97
1147,6.83,28.97,9.95,4.97
1148,6.83,30.53,9.96,4.98
1149,6.84,30.26,10.03,5.02
1150,6.85,29.68,9.88,4.93
1151,6.85,30.65,10.03,5.02
1152,6.86,30.16,9.91,4.95
1153,6.86,30.51,9.97,4.98
1154,6.87,28.99,9.95,4.97
1155,6.88,30.03,10.02,5.01
1156,6.88,29.76,9.74,4.84
1157,6.89,31.05,9.79,4.87
1158,6.89,29.67,9.92,4.95
1159,6.90,30.32,9.88,4.93
1160,6.90,30.96,9.96,4.97
1161,6.91,31.01,9.97,4.98
1162,6.92,29.81,10.06,5.04
1163,6.92,28.84,9.98,4.99
1164,6.93,29.44,9.86,4.92
1165,6.93,30.91,10.07,5.04
1166,6.94,30.54,9.85,4.91
1167,6.95,29.39,9.97,4.98
1168,6.95,30.11,9.94,4.96
1169,6.96,30.75,10.08,5.05
1170,6.96,30.25,9.99,4.99
1171,6.97,29.29,9.92,4.95
1172,6.98,29.91,10.02,5.01
1173,6.98,30.54,9.89,4.93
1174,6.99,30.39,10.12,5.07
1175,6.99,29.98,10.04,5.03
1176,7.00,30.81,10.07,5.04
1177,7.01,29.71,9.97,4.98
1178,7.01,30.24,10.14,5.08
1179,7.02,30.69,9.94,4.96
1180,7.02,30.49,10.05,5.03
1181,7.03,30.59,9.95,4.97
1182,7.04,29.83,9.94,4.96
1183,7.04,29.37,9.93,4.96
1184,7.05,30.69,10.03,5.02
1185,7.05,30.01,10.02,5.01
1186,7.06,29.80,10.12,5.07
1187,7.07,29.73,9.87,4.92
1188,7.07,29.47,9.96,4.98
1189,7.08,29.75,9.85,4.91
1190,7.08,29.65,9.98,4.99
1191,7.09,30.66,9.98,4.99
1192,7.10,30.10,10.00,5.00
1193,7.10,30.74,10.09,5.06
1194,7.11,30.02,10.01,5.01
1195,7.11,29.46,9.94,4.97
1196,7.12,29.97,9.97,4.98
1197,7.12,30.31,9.98,4.99
1198,7.13,29.93,10.03,5.02
1199,7.14,30.61,9.97,4.98
1200,7.14,29.37,10.02,5.01
1201,7.15,31.17,10.00,5.00
1202,7.15,30.52,9.96,4.98
1203,7.16,30.29,9.93,4.96
1204,7.17,30.62,9.89,4.94
1205,7.17,29.67,9.95,4.97
1206,7.18,30.31,9.83,4.90
1207,7.18,30.68,9.98,4.99
1208,7.19,30.53,9.96,4.97
1209,7.20,30.43,9.96,4.97
1210,7.20,29.47,10.04,5.03
1211,7.21,29.39,9.87,4.92
1212,7.21,29.43,9.91,4.94
1213,7.22,29.89,9.85,4.91
1214,7.23,30.83,9.97,4.98
1215,7.23,30.32,9.78,4.87
1216,7.24,29.33,10.02,5.01
1217,7.24,30.29,10.11,5.07
1218,7.25,29.86,9.97,4.98
1219,7.26,30.21,10.10,5.06
1220,7.26,30.40,10.09,5.06
1221,7.27,29.77,10.10,5.06
1222,7.27,31.17,9.99,4.99
1223,7.28,29.87,9.95,4.97
1224,7.29,30.27,9.84,4.91
1225,7.29,31.27,9.95,4.97
1226,7.30,30.48,10.04,5.03
1227,7.30,30.23,9.92,4.95
1228,7.31,29.69,9.95,4.97
1229,7.32,29.80,10.08,5.05
1230,7.32,29.16,10.04,5.03
1231,7.33,29.60,10.00,5.00
1232,7.33,30.07,9.95,4.97
1233,7.34,30.71,10.20,5.12
1234,7.35,29.49,10.04,5.02
1235,7.35,30.59,10.00,5.00
1236,7.36,29.44,9.99,5.00
1237,7.36,30.55,10.04,5.02
1238,7.37,29.68,10.01,5.01
1239,7.38,29.89,10.02,5.01
1240,7.38,29.91,10.01,5.00
1241,7.39,29.40,10.08,5.05
1242,7.39,28.97,10.16,5.09
1243,7.40,30.43,10.09,5.06
1244,7.40,29.20,10.06,5.03
1245,7.41,29.55,9.97,4.98
1246,7.42,30.40,10.04,5.02
1247,7.42,29.97,9.88,4.93
1248,7.43,29.93,10.21,5.12
1249,7.43,29.81,10.10,5.06
1250,7.44,30.14,10.02,5.01
1251,7.45,30.89,10.01,5.01
1252,7.45,29.73,9.98,4.99
1253,7.46,29.83,9.96,4.98
1254,7.46,30.28,9.89,4.94
1255,7.47,29.75,10.20,5.12
1256,7.48,30.29,10.03,5.02
1257,7.48,29.31,9.87,4.92
1258,7.49,29.84,9.81,4.89
1259,7.49,31.10,9.83,4.90
1260,7.50,30.98,9.94,4.96
1261,7.51,30.07,10.05,5.03
1262,7.51,29.80,9.90,4.94
1263,7.52,30.00,10.02,5.01
1264,7.52,30.19,10.14,5.08
1265,7.53,30.80,9.99,4.99
1266,7.54,29.84,10.13,5.08
1267,7.54,29.81,9.96,4.98
1268,7.55,30.74,10.07,5.04
1269,7.55,30.59,9.86,4.92
1270,7.56,30.14,10.11,5.07
1271,7.57,30.54,10.07,5.04
1272,7.57,29.27,10.01,5.01
1273,7.58,30.41,10.04,5.02
1274,7.58,30.05,9.89,4.93
1275,7.59,30.88,10.06,5.03
1276,7.60,30.86,10.03,5.02
1277,7.60,29.52,10.00,5.00
1278,7.61,28.91,9.96,4.98
1279,7.61,30.18,9.99,5.00
1280,7.62,30.18,10.09,5.05
1281,7.62,30.31,9.95,4.97
1282,7.63,29.84,10.04,5.03
1283,7.64,29.02,10.01,5.01
1284,7.64,29.95,10.03,5.02
1285,7.65,29.52,9.91,4.94
1286,7.65,29.60,10.04,5.02
1287,7.66,29.42,10.01,5.00
1288,7.67,29.62,9.91,4.95
1289,7.67,29.85,10.04,5.02
1290,7.68,29.41,10.10,5.06
1291,7.68,29.16,10.00,5.00
1292,7.69,29.64,10.23,5.14
1293,7.70,29.09,9.90,4.94
1294,7.70,29.90,9.92,4.95
1295,7.71,30.52,10.08,5.05
1296,7.71,30.73,9.93,4.96
1297,7.72,30.43,10.09,5.05
1298,7.73,29.48,9.88,4.93
1299,7.73,29.55,10.11,5.06
1300,7.74,30.17,10.14,5.08
1301,7.74,30.24,10.01,5.00
1302,7.75,30.03,10.12,5.07
1303,7.76,30.43,9.96,4.98
1304,7.76,29.10,9.84,4.90
1305,7.77,30.28,9.99,4.99
1306,7.77,30.69,10.10,5.06
1307,7.78,30.02,10.08,5.05
1308,7.79,31.16,9.98,4.99
1309,7.79,30.89,9.86,4.92
1310,7.80,29.98,10.00,5.00
1311,7.80,29.53,9.98,4.99
1312,7.81,29.50,10.09,5.05
1313,7.82,30.38,10.11,5.07
1314,7.82,29.72,10.00,5.00
1315,7.83,29.69,10.01,5.01
1316,7.83,29.73,9.98,4.99
1317,7.84,30.22,9.93,4.96
1318,7.85,29.22,10.02,5.01
1319,7.85,30.20,9.91,4.95
1320,7.86,29.42,9.93,4.96
1321,7.86,29.83,10.07,5.04
1322,7.87,29.70,9.88,4.93
1323,7.88,30.11,10.00,5.00
1324,7.88,28.27,10.08,5.05
1325,7.89,28.60,10.00,5.00
1326,7.89,29.46,10.04,5.02
1327,7.90,29.21,10.06,5.03
1328,7.90,29.72,10.05,5.03
1329,7.91,29.80,9.91,4.94
1330,7.92,30.42,10.03,5.02
1331,7.92,29.87,9.97,4.98
1332,7.93,29.07,10.07,5.04
1333,7.93,30.49,9.91,4.95
1334,7.94,29.02,10.04,5.02
1335,7.95,29.77,9.91,4.94
1336,7.95,29.58,9.95,4.97
1337,7.96,30.56,10.07,5.04
1338,7.96,29.94,10.05,5.03
1339,7.97,29.45,9.85,4.91
1340,7.98,30.15,9.94,4.97
1341,7.98,29.26,9.96,4.98
1342,7.99,30.81,9.77,4.86
1343,7.99,30.28,10.05,5.03
1344,8.00,30.47,10.01,5.00
1345,8.01,29.80,9.87,4.92
1346,8.01,30.90,10.03,5.02
1347,8.02,29.60,10.08,5.05
1348,8.02,30.35,10.12,5.07
1349,8.03,29.67,10.11,5.07
1350,8.04,29.57,10.01,5.01
1351,8.04,29.51,10.00,5.00
1352,8.05,30.22,9.90,4.94
1353,8.05,30.15,10.09,5.05
1354,8.06,30.77,9.99,5.00
1355,8.07,29.10,10.05,5.03
1356,8.07,29.73,9.89,4.94
1357,8.08,28.97,10.01,5.00
1358,8.08,29.84,9.99,4.99
1359,8.09,29.85,9.98,4.99
1360,8.10,30.00,9.98,4.99
1361,8.10,30.62,9.93,4.96
1362,8.11,30.09,9.93,4.96
1363,8.11,29.61,10.05,5.03
1364,8.12,29.78,10.04,5.03
1365,8.12,29.89,9.88,4.93
1366,8.13,30.18,9.94,4.96
1367,8.14,29.77,10.09,5.05
1368,8.14,30.14,9.99,4.99
1369,8.15,29.98,10.16,5.10
1370,8.15,29.74,9.95,4.97
1371,8.16,29.52,9.81,4.89
1372,8.17,29.30,9.84,4.90
1373,8.17,29.67,10.05,5.03
1374,8.18,28.88,9.98,4.99
1375,8.18,29.86,9.96,4.97
1376,8.19,29.71,9.92,4.95
1377,8.20,29.71,10.07,5.04
1378,8.20,30.30,9.93,4.96
1379,8.21,29.12,9.91,4.95
1380,8.21,29.37,10.10,5.06
1381,8.22,28.97,9.97,4.98
1382,8.23,29.80,10.19,5.11
1383,8.23,28.56,10.19,5.11
1384,8.24,30.10,10.02,5.01
1385,8.24,30.75,9.83,4.90
1386,8.25,29.79,10.00,5.00
1387,8.26,30.64,10.06,5.04
1388,8.26,30.63,10.19,5.11
1389,8.27,30.66,10.01,5.01
1390,8.27,29.91,9.74,4.85
1391,8.28,29.64,10.08,5.05
1392,8.29,28.95,9.85,4.91
1393,8.29,29.70,10.17,5.10
1394,8.30,30.29,9.96,4.98
1395,8.30,29.50,10.04,5.02
1396,8.31,29.67,10.02,5.01
1397,8.32,30.52,9.92,4.95
1398,8.32,30.30,10.24,5.15
1399,8.33,30.00,9.97,4.98
1400,8.33,29.69,10.05,5.03
1401,8.34,31.32,10.13,5.08
1402,8.35,30.25,9.84,4.91
1403,8.35,29.97,10.10,5.06
1404,8.36,29.97,10.10,5.06
1405,8.36,30.24,9.89,4.93
1406,8.37,30.07,10.01,5.00
1407,8.38,30.14,9.97,4.98
1408,8.38,30.04,10.09,5.06
1409,8.39,30.52,10.02,5.01
1410,8.39,31.05,9.95,4.97
1411,8.40,30.63,9.99,5.00
1412,8.40,30.38,9.94,4.97
1413,8.41,29.83,10.07,5.04
1414,8.42,30.28,10.04,5.03
1415,8.42,29.22,9.91,4.95
1416,8.43,31.39,9.92,4.95
1417,8.43,30.66,10.08,5.05
1418,8.44,30.15,9.96,4.97
1419,8.45,30.10,9.93,4.96
1420,8.45,29.89,10.04,5.02
1421,8.46,29.75,10.01,5.01
1422,8.46,29.29,10.11,5.06
1423,8.47,31.32,10.03,5.02
1424,8.48,30.22,10.05,5.03
1425,8.48,29.12,10.03,5.02
1426,8.49,28.76,10.08,5.05
1427,8.49,28.87,10.20,5.12
1428,8.50,29.61,9.78,4.87
1429,8.51,30.34,10.13,5.08
1430,8.51,29.34,9.96,4.98
1431,8.52,30.11,10.06,5.04
1432,8.52,30.91,9.98,4.99
1433,8.53,29.94,10.01,5.01
1434,8.54,30.88,9.92,4.95
1435,8.54,29.76,10.18,5.11
1436,8.55,30.44,10.05,5.03
1437,8.55,29.10,9.99,4.99
1438,8.56,30.72,10.02,5.01
1439,8.57,30.47,9.98,4.99
1440,8.57,30.10,9.99,4.99
1441,8.58,30.24,10.01,5.01
1442,8.58,29.26,9.84,4.91
1443,8.59,30.37,9.98,4.99
1444,8.60,30.22,9.97,4.98
1445,8.60,29.97,10.03,5.02
1446,8.61,29.76,9.91,4.95
1447,8.61,29.96,9.97,4.98
1448,8.62,30.59,9.99,4.99
1449,8.62,29.68,9.95,4.97
1450,8.63,30.30,9.94,4.96
1451,8.64,30.06,9.91,4.95
1452,8.64,30.20,9.88,4.93
1453,8.65,29.39,10.11,5.07
1454,8.65,30.23,10.05,5.03
1455,8.66,30.04,9.98,4.99
1456,8.67,29.43,9.99,4.99
1457,8.67,30.25,9.93,4.96
1458,8.68,30.65,9.97,4.98
1459,8.68,29.98,9.93,4.96
1460,8.69,31.51,10.06,5.04
1461,8.70,29.32,10.16,5.09
1462,8.70,29.47,9.96,4.98
1463,8.71,30.53,10.00,5.00
1464,8.71,29.53,10.03,5.02
1465,8.72,30.61,10.01,5.00
1466,8.73,29.20,10.00,5.00
1467,8.73,30.71,10.01,5.01
1468,8.74,30.93,10.00,5.00
1469,8.74,30.05,9.95,4.97
1470,8.75,30.77,9.93,4.96
1471,8.76,29.75,10.07,5.04
1472,8.76,28.93,9.86,4.91
1473,8.77,29.92,9.80,4.88
1474,8.77,30.70,9.95,4.97
1475,8.78,30.54,10.11,5.06
1476,8.79,29.86,9.90,4.94
1477,8.79,29.07,9.95,4.97
1478,8.80,29.97,10.09,5.06
1479,8.80,29.87,10.06,5.04
1480,8.81,30.58,9.98,4.99
1481,8.82,30.75,9.95,4.97
1482,8.82,29.97,10.05,5.03
1483,8.83,30.10,9.92,4.95
1484,8.83,29.89,10.13,5.08
1485,8.84,29.56,10.22,5.13
1486,8.85,30.11,9.97,4.98
1487,8.85,29.42,9.95,4.97
1488,8.86,29.52,9.99,4.99
1489,8.86,30.43,10.05,5.03
1490,8.87,29.22,10.12,5.07
1491,8.88,30.03,10.00,5.00
1492,8.88,30.56,10.07,5.04
1493,8.89,29.97,9.95,4.97
1494,8.89,30.24,9.90,4.94
1495,8.90,30.38,10.08,5.05
1496,8.90,30.35,10.01,5.01
1497,8.91,29.37,10.03,5.02
1498,8.92,30.20,10.04,5.03
1499,8.92,29.81,9.89,4.93
1500,8.93,30.45,9.99,4.99
1501,8.93,29.42,10.14,5.08
1502,8.94,30.25,10.08,5.05
1503,8.95,29.38,9.95,4.97
1504,8.95,29.65,9.93,4.96
1505,8.96,30.47,9.89,4.93
1506,8.96,30.36,9.95,4.97
1507,8.97,28.98,9.99,4.99
1508,8.98,29.62,10.14,5.08
1509,8.98,29.73,10.03,5.02
1510,8.99,28.49,10.10,5.06
1511,8.99,30.35,9.82,4.89
1512,9.00,30.03,9.89,4.94
1513,9.01,29.14,10.02,5.01
1514,9.01,30.17,10.03,5.02
1515,9.02,30.56,9.92,4.95
1516,9.02,30.77,10.21,5.12
1517,9.03,30.76,10.06,5.04
1518,9.04,30.06,9.95,4.97
1519,9.04,29.97,9.83,4.90
1520,9.05,29.32,10.21,5.13
1521,9.05,30.58,9.91,4.95
